strategy,strategy_label,layout,number_of_tmas,n_patients,patients_per_tma_target,core_diameter_mm,usable_width_mm,usable_height_mm,min_edge_space_mm,positions_per_tma,patient_positions_per_tma,empty_positions_per_tma,control_positions_per_tma,total_positions_all_tmas,patient_positions_all_tmas,empty_positions_all_tmas,control_positions_all_tmas,mean_cores_per_patient,min_balanced_cores_per_patient,patients_with_extra_core,patient_tissue_area_mm2,all_tissue_area_mm2,total_chamber_area_mm2,patient_tissue_fraction_of_chamber_area_all_tmas,total_core_surface_fraction_of_chamber_area_all_tmas,total_core_surface_to_total_chamber_area,tissue_fraction_of_sample_area_all_tmas,orientation_penalty_percent,asymmetry_score,feasible
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4100,22.4500,10.4500,1.0000,45,28,17,0,90,56,34,0,0.7000,0,56,87.4412,87.4412,469.2050,0.186360,0.186360,0.186360,0.186360,37.7778,8,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4200,22.4500,10.4500,1.0000,45,45,0,0,90,90,0,0,1.1250,1,10,142.5309,142.5309,469.2050,0.303771,0.303771,0.303771,0.303771,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4200,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,129.8615,129.8615,469.2050,0.276769,0.276769,0.276769,0.276769,8.8889,8,1
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4200,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,129.8615,129.8615,469.2050,0.276769,0.276769,0.276769,0.276769,8.8889,6,1
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4200,22.4500,10.4500,1.0000,45,39,6,0,90,78,12,0,0.9750,0,78,123.5268,123.5268,469.2050,0.263268,0.263268,0.263268,0.263268,13.3333,8,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4200,22.4500,10.4500,1.0000,45,41,0,4,90,82,0,8,1.0250,1,2,129.8615,142.5309,469.2050,0.276769,0.303771,0.303771,0.276769,8.8889,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4200,22.4500,10.4500,1.0000,45,28,17,0,90,56,34,0,0.7000,0,56,88.6859,88.6859,469.2050,0.189013,0.189013,0.189013,0.189013,37.7778,8,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4300,22.4500,10.4500,1.0000,45,45,0,0,90,90,0,0,1.1250,1,10,144.5455,144.5455,469.2050,0.308065,0.308065,0.308065,0.308065,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4300,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,131.6970,131.6970,469.2050,0.280681,0.280681,0.280681,0.280681,8.8889,8,1
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4300,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,131.6970,131.6970,469.2050,0.280681,0.280681,0.280681,0.280681,8.8889,6,1
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4300,22.4500,10.4500,1.0000,45,39,6,0,90,78,12,0,0.9750,0,78,125.2727,125.2727,469.2050,0.266989,0.266989,0.266989,0.266989,13.3333,8,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4300,22.4500,10.4500,1.0000,45,41,0,4,90,82,0,8,1.0250,1,2,131.6970,144.5455,469.2050,0.280681,0.308065,0.308065,0.280681,8.8889,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4300,22.4500,10.4500,1.0000,45,28,17,0,90,56,34,0,0.7000,0,56,89.9394,89.9394,469.2050,0.191685,0.191685,0.191685,0.191685,37.7778,8,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4400,22.4500,10.4500,1.0000,45,45,0,0,90,90,0,0,1.1250,1,10,146.5741,146.5741,469.2050,0.312388,0.312388,0.312388,0.312388,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4400,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,133.5453,133.5453,469.2050,0.284620,0.284620,0.284620,0.284620,8.8889,8,1
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4400,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,133.5453,133.5453,469.2050,0.284620,0.284620,0.284620,0.284620,8.8889,6,1
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4400,22.4500,10.4500,1.0000,45,39,6,0,90,78,12,0,0.9750,0,78,127.0309,127.0309,469.2050,0.270737,0.270737,0.270737,0.270737,13.3333,8,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4400,22.4500,10.4500,1.0000,45,41,0,4,90,82,0,8,1.0250,1,2,133.5453,146.5741,469.2050,0.284620,0.312388,0.312388,0.284620,8.8889,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4400,22.4500,10.4500,1.0000,45,28,17,0,90,56,34,0,0.7000,0,56,91.2017,91.2017,469.2050,0.194375,0.194375,0.194375,0.194375,37.7778,8,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4500,22.4500,10.4500,1.0000,45,45,0,0,90,90,0,0,1.1250,1,10,148.6170,148.6170,469.2050,0.316742,0.316742,0.316742,0.316742,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4500,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,135.4066,135.4066,469.2050,0.288587,0.288587,0.288587,0.288587,8.8889,8,1
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4500,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,135.4066,135.4066,469.2050,0.288587,0.288587,0.288587,0.288587,8.8889,6,1
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4500,22.4500,10.4500,1.0000,45,39,6,0,90,78,12,0,0.9750,0,78,128.8014,128.8014,469.2050,0.274510,0.274510,0.274510,0.274510,13.3333,8,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4500,22.4500,10.4500,1.0000,45,41,0,4,90,82,0,8,1.0250,1,2,135.4066,148.6170,469.2050,0.288587,0.316742,0.316742,0.288587,8.8889,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4500,22.4500,10.4500,1.0000,45,28,17,0,90,56,34,0,0.7000,0,56,92.4728,92.4728,469.2050,0.197084,0.197084,0.197084,0.197084,37.7778,8,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4600,22.4500,10.4500,1.0000,45,45,0,0,90,90,0,0,1.1250,1,10,150.6739,150.6739,469.2050,0.321126,0.321126,0.321126,0.321126,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4600,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,137.2807,137.2807,469.2050,0.292581,0.292581,0.292581,0.292581,8.8889,8,1
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4600,22.4500,10.4500,1.0000,45,41,4,0,90,82,8,0,1.0250,1,2,137.2807,137.2807,469.2050,0.292581,0.292581,0.292581,0.292581,8.8889,6,1
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4600,22.4500,10.4500,1.0000,45,39,6,0,90,78,12,0,0.9750,0,78,130.5841,130.5841,469.2050,0.278309,0.278309,0.278309,0.278309,13.3333,8,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4600,22.4500,10.4500,1.0000,45,41,0,4,90,82,0,8,1.0250,1,2,137.2807,150.6739,469.2050,0.292581,0.321126,0.321126,0.292581,8.8889,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4600,22.4500,10.4500,1.0000,45,28,17,0,90,56,34,0,0.7000,0,56,93.7527,93.7527,469.2050,0.199812,0.199812,0.199812,0.199812,37.7778,8,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4700,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,145.9564,145.9564,469.2050,0.311072,0.311072,0.311072,0.311072,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4700,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,132.3790,132.3790,469.2050,0.282135,0.282135,0.282135,0.282135,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4700,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,132.3790,132.3790,469.2050,0.282135,0.282135,0.282135,0.282135,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4700,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,125.5903,125.5903,469.2050,0.267666,0.267666,0.267666,0.267666,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4700,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,132.3790,145.9564,469.2050,0.282135,0.311072,0.311072,0.282135,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4700,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,91.6470,91.6470,469.2050,0.195324,0.195324,0.195324,0.195324,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4800,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,147.9489,147.9489,469.2050,0.315318,0.315318,0.315318,0.315318,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4800,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,134.1862,134.1862,469.2050,0.285986,0.285986,0.285986,0.285986,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4800,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,134.1862,134.1862,469.2050,0.285986,0.285986,0.285986,0.285986,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4800,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,127.3049,127.3049,469.2050,0.271320,0.271320,0.271320,0.271320,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4800,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,134.1862,147.9489,469.2050,0.285986,0.315318,0.315318,0.285986,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4800,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,92.8982,92.8982,469.2050,0.197991,0.197991,0.197991,0.197991,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.4900,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,149.9550,149.9550,469.2050,0.319594,0.319594,0.319594,0.319594,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.4900,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,136.0057,136.0057,469.2050,0.289864,0.289864,0.289864,0.289864,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.4900,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,136.0057,136.0057,469.2050,0.289864,0.289864,0.289864,0.289864,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.4900,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,129.0310,129.0310,469.2050,0.274999,0.274999,0.274999,0.274999,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.4900,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,136.0057,149.9550,469.2050,0.289864,0.319594,0.319594,0.289864,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.4900,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,94.1578,94.1578,469.2050,0.200675,0.200675,0.200675,0.200675,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5000,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,151.9745,151.9745,469.2050,0.323898,0.323898,0.323898,0.323898,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5000,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,137.8374,137.8374,469.2050,0.293768,0.293768,0.293768,0.293768,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5000,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,137.8374,137.8374,469.2050,0.293768,0.293768,0.293768,0.293768,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5000,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,130.7688,130.7688,469.2050,0.278703,0.278703,0.278703,0.278703,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5000,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,137.8374,151.9745,469.2050,0.293768,0.323898,0.323898,0.293768,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5000,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,95.4259,95.4259,469.2050,0.203378,0.203378,0.203378,0.203378,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5100,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,154.0076,154.0076,469.2050,0.328231,0.328231,0.328231,0.328231,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5100,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,139.6813,139.6813,469.2050,0.297698,0.297698,0.297698,0.297698,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5100,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,139.6813,139.6813,469.2050,0.297698,0.297698,0.297698,0.297698,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5100,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,132.5182,132.5182,469.2050,0.282431,0.282431,0.282431,0.282431,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5100,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,139.6813,154.0076,469.2050,0.297698,0.328231,0.328231,0.297698,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5100,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,96.7025,96.7025,469.2050,0.206099,0.206099,0.206099,0.206099,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5200,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,156.0542,156.0542,469.2050,0.332593,0.332593,0.332593,0.332593,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5200,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,141.5375,141.5375,469.2050,0.301654,0.301654,0.301654,0.301654,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5200,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,141.5375,141.5375,469.2050,0.301654,0.301654,0.301654,0.301654,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5200,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,134.2792,134.2792,469.2050,0.286185,0.286185,0.286185,0.286185,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5200,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,141.5375,156.0542,469.2050,0.301654,0.332593,0.332593,0.301654,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5200,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,97.9875,97.9875,469.2050,0.208837,0.208837,0.208837,0.208837,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5300,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,158.1143,158.1143,469.2050,0.336983,0.336983,0.336983,0.336983,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5300,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,143.4060,143.4060,469.2050,0.305636,0.305636,0.305636,0.305636,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5300,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,143.4060,143.4060,469.2050,0.305636,0.305636,0.305636,0.305636,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5300,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,136.0519,136.0519,469.2050,0.289962,0.289962,0.289962,0.289962,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5300,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,143.4060,158.1143,469.2050,0.305636,0.336983,0.336983,0.305636,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5300,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,99.2811,99.2811,469.2050,0.211594,0.211594,0.211594,0.211594,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5400,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,160.1879,160.1879,469.2050,0.341403,0.341403,0.341403,0.341403,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5400,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,145.2867,145.2867,469.2050,0.309644,0.309644,0.309644,0.309644,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5400,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,145.2867,145.2867,469.2050,0.309644,0.309644,0.309644,0.309644,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5400,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,137.8361,137.8361,469.2050,0.293765,0.293765,0.293765,0.293765,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5400,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,145.2867,160.1879,469.2050,0.309644,0.341403,0.341403,0.309644,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5400,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,100.5831,100.5831,469.2050,0.214369,0.214369,0.214369,0.214369,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5500,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,162.2750,162.2750,469.2050,0.345851,0.345851,0.345851,0.345851,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5500,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,147.1797,147.1797,469.2050,0.313679,0.313679,0.313679,0.313679,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5500,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,147.1797,147.1797,469.2050,0.313679,0.313679,0.313679,0.313679,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5500,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,139.6320,139.6320,469.2050,0.297593,0.297593,0.297593,0.297593,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5500,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,147.1797,162.2750,469.2050,0.313679,0.345851,0.345851,0.313679,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5500,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,101.8936,101.8936,469.2050,0.217162,0.217162,0.217162,0.217162,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5600,22.4500,10.4500,1.0000,43,43,0,0,86,86,0,0,1.0750,1,6,164.3757,164.3757,469.2050,0.350328,0.350328,0.350328,0.350328,0.0000,0,1
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5600,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,149.0849,149.0849,469.2050,0.317739,0.317739,0.317739,0.317739,9.3023,8,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5600,22.4500,10.4500,1.0000,43,39,4,0,86,78,8,0,0.9750,0,78,149.0849,149.0849,469.2050,0.317739,0.317739,0.317739,0.317739,9.3023,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5600,22.4500,10.4500,1.0000,43,37,6,0,86,74,12,0,0.9250,0,74,141.4395,141.4395,469.2050,0.301445,0.301445,0.301445,0.301445,13.9535,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5600,22.4500,10.4500,1.0000,43,39,0,4,86,78,0,8,0.9750,0,78,149.0849,164.3757,469.2050,0.317739,0.350328,0.350328,0.317739,9.3023,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5600,22.4500,10.4500,1.0000,43,27,16,0,86,54,32,0,0.6750,0,54,103.2126,103.2126,469.2050,0.219973,0.219973,0.219973,0.219973,37.2093,12,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5700,22.4500,10.4500,1.0000,34,34,0,0,68,68,0,0,0.8500,0,68,131.6431,131.6431,469.2050,0.280566,0.280566,0.280566,0.280566,0.0000,4,0
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5700,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,116.1557,116.1557,469.2050,0.247558,0.247558,0.247558,0.247558,11.7647,10,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5700,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,116.1557,116.1557,469.2050,0.247558,0.247558,0.247558,0.247558,11.7647,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5700,22.4500,10.4500,1.0000,34,28,6,0,68,56,12,0,0.7000,0,56,108.4120,108.4120,469.2050,0.231055,0.231055,0.231055,0.231055,17.6471,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5700,22.4500,10.4500,1.0000,34,30,0,4,68,60,0,8,0.7500,0,60,116.1557,131.6431,469.2050,0.247558,0.280566,0.280566,0.247558,11.7647,10,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5700,22.4500,10.4500,1.0000,34,19,15,0,68,38,30,0,0.4750,0,38,73.5653,73.5653,469.2050,0.156787,0.156787,0.156787,0.156787,44.1176,10,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5800,22.4500,10.4500,1.0000,34,34,0,0,68,68,0,0,0.8500,0,68,133.3254,133.3254,469.2050,0.284152,0.284152,0.284152,0.284152,0.0000,4,0
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5800,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,117.6401,117.6401,469.2050,0.250722,0.250722,0.250722,0.250722,11.7647,10,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5800,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,117.6401,117.6401,469.2050,0.250722,0.250722,0.250722,0.250722,11.7647,6,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5800,22.4500,10.4500,1.0000,34,28,6,0,68,56,12,0,0.7000,0,56,109.7974,109.7974,469.2050,0.234007,0.234007,0.234007,0.234007,17.6471,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5800,22.4500,10.4500,1.0000,34,30,0,4,68,60,0,8,0.7500,0,60,117.6401,133.3254,469.2050,0.250722,0.284152,0.284152,0.250722,11.7647,10,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5800,22.4500,10.4500,1.0000,34,19,15,0,68,38,30,0,0.4750,0,38,74.5054,74.5054,469.2050,0.158791,0.158791,0.158791,0.158791,44.1176,10,0
none,No orientation holes,hexagonal,2,80,40.0000,1.5900,22.4500,10.4500,1.0000,34,34,0,0,68,68,0,0,0.8500,0,68,135.0184,135.0184,469.2050,0.287760,0.287760,0.287760,0.287760,0.0000,4,0
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.5900,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,119.1339,119.1339,469.2050,0.253906,0.253906,0.253906,0.253906,11.7647,10,0
four_empty_diagonal,4 empty diagonal holes,hexagonal,2,80,40.0000,1.5900,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,119.1339,119.1339,469.2050,0.253906,0.253906,0.253906,0.253906,11.7647,10,0
six_empty_staircase,6 empty staircase holes,hexagonal,2,80,40.0000,1.5900,22.4500,10.4500,1.0000,34,28,6,0,68,56,12,0,0.7000,0,56,111.1916,111.1916,469.2050,0.236979,0.236979,0.236979,0.236979,17.6471,10,0
four_control_asymmetric,4 asymmetric control cores,hexagonal,2,80,40.0000,1.5900,22.4500,10.4500,1.0000,34,30,0,4,68,60,0,8,0.7500,0,60,119.1339,135.0184,469.2050,0.253906,0.287760,0.287760,0.253906,11.7647,10,0
r_empty_row_cols,Old R/GeoMx empty row + columns,hexagonal,2,80,40.0000,1.5900,22.4500,10.4500,1.0000,34,19,15,0,68,38,30,0,0.4750,0,38,75.4515,75.4515,469.2050,0.160807,0.160807,0.160807,0.160807,44.1176,10,0
none,No orientation holes,hexagonal,2,80,40.0000,1.6000,22.4500,10.4500,1.0000,34,34,0,0,68,68,0,0,0.8500,0,68,136.7221,136.7221,469.2050,0.291391,0.291391,0.291391,0.291391,0.0000,4,0
four_empty_row,4 empty holes in one row,hexagonal,2,80,40.0000,1.6000,22.4500,10.4500,1.0000,34,30,4,0,68,60,8,0,0.7500,0,60,120.6372,120.6372,469.2050,0.257110,0.257110,0.257110,0.257110,11.7647,10,0
